Name,Address,City,Type,Submitted Amount,Allowed Amount,Medicare Payment Amount
"TONG, LIJUAN",343 W HOUSTON ST STE 402,SAN ANTONIO,Nephrology,859441.57,500171.68,398671.89
PATRIOT EXPRESS LLC,15444 TRADESMAN ,SAN ANTONIO,Ambulance Service Supplier,821099.58,506083.36,397691.83
"DHIR, MEENEY",1314 E. SONTERRA BLVD. STE. 102,SAN ANTONIO,Cardiology,1068429.48,514030.95,397465.19
"WHITE, ALLAN J",4383 MEDICAL DR ,SAN ANTONIO,Surgical Oncology,1526841.11,503072.73,397428.14
"SOKOLYK, STEPHEN M",1933 NE LOOP 410 ,SAN ANTONIO,Cardiology,2460002.1,524542.44,396372.23
"DIAZ, JOSEPH D",2414 BABCOCK RD SUITE 109,SAN ANTONIO,Allergy/Immunology,605921,508125.24,394131.73
"GARCIA, JULIAN",18540 SIGMA RD ,SAN ANTONIO,Dermatology,544745,510370.37,391932.16
"GONZALEZ, NARCISO",3124 SIDNEY BROOKS SUITE 570B,SAN ANTONIO,Anesthesiology,1107646.2,487584.71,391506.91
"FISCHER, JEROME S",5107 MEDICAL DRIVE ,SAN ANTONIO,Endocrinology,1283946,472944.4,387844.78
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,8300 FLOYD CURL DR MAIL CODE 7977,SAN ANTONIO,Ambulatory Surgical Center,2934122,482785.19,385884.54
"ZAFAR, NAUSHAD",7940 FLOYD CURL DR SUITE 260,SAN ANTONIO,Neurology,905623,489019.15,380369.97
"THEARD, JOYCELYN M",3338 OAK WELL CT # 205,SAN ANTONIO,Gastroenterology,1918443,488521.6,379188.76
"GILLEY, JAMES S",8401 DATAPOINT DR SUITE 600,SAN ANTONIO,Diagnostic Radiology,1863708.69,481328.27,377733.57
"HARROFF, ALLYSON L",2130 N.E.LOOP 410 SUITE #100,SAN ANTONIO,Hematology/Oncology,1636511,468538.21,375865.91
"WEBB, ANTHONY L",1720 S WW WHITE RD ,SAN ANTONIO,Optometry,704432,487993.25,375841.98
"SHULMAN, DAVID G",999 E BASSE RD STE 127,SAN ANTONIO,Ophthalmology,1172620,511203.36,375345.21
"DEGAETANO, MICHAEL",5131 MEDICAL DR STE 120 ,SAN ANTONIO,Nephrology,656221.05,475881.46,374503.16
"ALVARADO, SERGIO J",3903 WISEMAN SUITE 311,SAN ANTONIO,Interventional Pain Management,1117103,476373.24,373994.64
"JACKSON, LANCE E",18518 HARDY OAK SUITE 300,SAN ANTONIO,Otolaryngology,1033601.89,510089.09,373751.72
"DUNCAN, SCOTT C",999 E BASSE RD #105,SAN ANTONIO,Dermatology,545432.1,499254.4,372700.97
"ISKANDER, NADER G",19202 STONE OAK PARKWAY STE 103,SAN ANTONIO,Ophthalmology,1322416,502237.8,371910.93
"PEREZ, JOSE A",6800 IH 10 W SUITE 350,SAN ANTONIO,Cardiology,1397220.9,478037.46,371897.21
"HA, CHUL S",7979 WURZBACH RD ,SAN ANTONIO,Radiation Oncology,1511514,465781.33,371838.91
"DANCUART, FRANK T",215 E QUINCY ST STE 314 ,SAN ANTONIO,Radiation Oncology,1070065,471173.09,371523.02
"GURIAN, JOHN H",8401 DATAPOINT DR SUITE 600,SAN ANTONIO,Diagnostic Radiology,1904998.5,465769.8,367942.61
"VILLARREAL, SANTIAGO",4151 CALLAGHAN RD SUITE 103,SAN ANTONIO,Nephrology,823105,469181.66,367046.73
"CARRASCO, ARNULFO T",4763 HAMILTON WOLFE RD STE 200 ,SAN ANTONIO,Anesthesiology,4040555,468414.55,366520.82
"RICE, ROBERT A",5430 FREDERICKSBURG RD STE 100,SAN ANTONIO,Ophthalmology,942895,495571.63,366066.31
"GOOD, SALLY R",7272 WURZBACH RD SUITE 601,SAN ANTONIO,Clinical Psychologist,991375,631494.85,365700.2
"STAWOWY, LALA M",4499 MEDICAL DR STE 340 ,SAN ANTONIO,Dermatology,522157.29,476612.97,364937.07
"ZUNIGA-MONTES, LUIS R",4511 HORIZON HILL BLVD. SUITE 150,SAN ANTONIO,Rheumatology,932336,437772.09,364706.46
"RAMOS, LINO",7330 SAN PEDRO STE. 405,SAN ANTONIO,Internal Medicine,992132,460198.35,363624.61
"MARTINEZ, RAUL G","5364 FREDERICKSBURG RD BLDG D, STE. 100",SAN ANTONIO,Interventional Pain Management,1676822,472364.72,363535.83
"DIX, JAMES E",8401 DATAPOINT DR SUITE 600,SAN ANTONIO,Diagnostic Radiology,1862274,462042.47,361600.36
"WALTON, WILLIAM T",11601 TOEPPERWEIN RD ,LIVE OAK,Ophthalmology,1006182.5,494272.5,361399.16
"SHAH, UMANG H",6800 W IH 10 SUITE 350,SAN ANTONIO,Cardiology,2109947.73,457801.01,359157.23
"KAZHDAN, IRENE",4411 MEDICAL DR SUITE 100,SAN ANTONIO,Medical Oncology,1358997,441012.31,358103.78
"FURMAN, JAIME",7909 FREDERICKSBURG RD STE 150,SAN ANTONIO,Pathology,945757,449649.97,357637.45
"KURI, KALIFE",1933 NE LOOP 410 ,SAN ANTONIO,Cardiology,2118973.94,479549.92,354843.42
"ROSS, KIM M",1303 MCCULLOUGH AVE SUITE 525,SAN ANTONIO,Dermatology,514411.84,484038.58,354307.04
"KIPNES, MARK S",5107 MEDICAL DRIVE ,SAN ANTONIO,Endocrinology,1058658,425577.82,352324.46
"HAMEL, DANIEL A",7272 WURZBACH RD SUITE 601,SAN ANTONIO,Clinical Psychologist,797350,592954.59,351017.84
"GARZA, JUAN L",1933 NE LOOP 410 ,SAN ANTONIO,Cardiology,1992595.31,460053.6,350955.33
"FORNOS, PETER S",311 CAMDEN ST SUITE 504,SAN ANTONIO,Pulmonary Disease,569476,439636.12,349601.07
"TOWELL, BRIAN D",9600 DATAPOINT DR ,SAN ANTONIO,Pathology,1370445,442678.13,348982.35
"VEGLIA, RICHARD",1512 PLEASANTON RD ,SAN ANTONIO,Podiatry,525964.23,450413.1,348591.77
"BORRA, RAJA",7330 SAN PEDRO AVE SUITE 405,SAN ANTONIO,Internal Medicine,963529,441340.99,348137.95
"DUGO, MICHAEL S",8038 WURZBACH RD SUITE 340,SAN ANTONIO,Family Practice,998397,442252.25,347866.56
"ROLDAN, JOSE F",4511 HORIZON HILL BLVD SUITE 150,SAN ANTONIO,Rheumatology,906967.05,440166.51,346774.29
"MEDELLIN, GUSTAVO J",4115 MEDICAL DR SUITE301,SAN ANTONIO,Internal Medicine,876699,438018.55,346705.75
"VILLARREAL, VICTOR H",7434 LOUIS PASTEUR DR SUITE 109,SAN ANTONIO,Nephrology,583759,440468.42,346112.22
"HIGUCHI, JUNJI H",1303 MCCULLOUGH STE 441,SAN ANTONIO,Pulmonary Disease,826965,441515.64,344992.67
"UMER, SYED J",11212 STATE HIGHWAY 151 STE 220,SAN ANTONIO,Cardiology,1216181.19,440121.26,344655.78
"MOLINA, RODOLFO",4511 HORIZON HILL BLVD SUITE 150,SAN ANTONIO,Rheumatology,900875.02,426829.71,343939.53
"KUWAMURA, FRANK K",18626 HARDY OAK BLVD SUITE 300,SAN ANTONIO,Orthopedic Surgery,2399686.13,450765.51,342761.39
"BURCH, CHARLES J",21 SPURS LN SUITE 230B,SAN ANTONIO,Pulmonary Disease,1098895.4,434424.86,342577.49
"CAMPERLENGO, NICHOLAS V",616 W RUSSELL PL ,SAN ANTONIO,Geriatric Medicine,680005,501810.2,342502.57
"CARRY, RODNEY L",7701 BROADWAY ST SUITE 5,SAN ANTONIO,Internal Medicine,431596.27,431150.66,342012.56
"SHANNON, NICK H",3326 E SOUTHCROSS BLVD ,SAN ANTONIO,General Practice,682910,450453.59,341707.35
"SALHIN, AMNA A",5107 MEDICAL DR ,SAN ANTONIO,Endocrinology,1106261,418477.69,341527.64
"VIGIL, JUSTIN J",14800 SAN PEDRO AVE SUITE 115,SAN ANTONIO,Anesthesiology,1821916.14,432159.84,341482.95
"GOSSEN, GARY S",4499 MEDICAL DR SUITE 126,SAN ANTONIO,Gastroenterology,1366900,443335.04,340949.63
"GARZA, RICARDO A",2833 BABCOCK RD SUITE 200,SAN ANTONIO,Cardiology,1120931.6,445989.12,339830.47
"MARTIN, DEANDRA",11481 TOEPPERWEIN RD SUITE 1202,LIVE OAK,Nephrology,588747,436358.11,338153.04
"TRAKHTENBROIT, ANATOLE D",4411 MEDICAL DR STE 300,SAN ANTONIO,Cardiology,1191188,446700.87,338135.04
"LI, YING",7979 WURZBACH RD ,SAN ANTONIO,Radiation Oncology,1306745,422197.33,337645.01
MEDCARE AMBULANCE INC,3503 S WW WHITE RD ,SAN ANTONIO,Ambulance Service Supplier,872834,419834.49,335751.26
"CROWNOVER, RICHARD (RICK) L",7979 WURZBACH RD G267,SAN ANTONIO,Radiation Oncology,1316475,423521.55,335090.3
"RASHID, EDWARD R",5430 FREDERICKSBURG RD STE 100,SAN ANTONIO,Ophthalmology,846809.7,447013.42,333680.35
"BEADLE, THOMAS J",4330 MEDICAL DR SUITE 120,SAN ANTONIO,Vascular Surgery,1389061,427401.15,333648.64
"SULLIVAN, WILLIAM T",8401 DATAPOINT DR STE 600 ,SAN ANTONIO,Diagnostic Radiology,1193038.36,388705.54,333070.34
"CAREY, STEPHEN C",1933 NE LOOP 410 ,SAN ANTONIO,Cardiology,2163889,440998.2,333059.41
"MILLER, KELLIE",2211 NW MILITARY HIGHWAY 207,CASTLE HILLS,Nurse Practitioner,762124.31,447156.74,332575.4
"ALSHEIKH, ODAY J",1100 N MAIN AVE ,SAN ANTONIO,Ophthalmology,1219048,432073.75,332081.25
"IVANOV, STANISLAV",7330 SAN PEDRO AVE STE. 405,SAN ANTONIO,Internal Medicine,912952,421233.86,332079.43
"ISBELL, MELISSA R",5131 MEDICAL DR STE 120,SAN ANTONIO,Nephrology,578092,428336.22,331731.24
"SANFORD, DONALD K",3338 OAKWELL CT SUITE 110,SAN ANTONIO,Ophthalmology,1363247,453333.08,331606.2
"BURZLAFF, THILO E",8530 VILLAGE DR ,SAN ANTONIO,Family Practice,809728,447506.54,331053.73
"TJAHJA, IMAM E",1200 BROOKLYN AVE SUITE 200,SAN ANTONIO,Cardiology,830340,426151.03,327747.71
"RIAZ, SOHAIL",7330 SAN PEDRO AVE SUITE 540,SAN ANTONIO,Internal Medicine,901280,413423.33,327028.53
"SAIGAL, NAVID",11481 TOEPPERWEIN RD STE 1202,LIVE OAK,Nephrology,616313,423135.16,326808.67
"BROWN, MARVIN R",400 CONCORD PLAZA DR 300,SAN ANTONIO,Orthopedic Surgery,1401831.95,429456.52,326439
"PARK, IN SEOK",7330 SAN PEDRO AVE STE. 405,SAN ANTONIO,Internal Medicine,898261,413809.45,326408.93
"PATEL, DIPAN L",8401 DATAPOINT DR SUITE 600,SAN ANTONIO,Diagnostic Radiology,1555710.5,412346.49,323690.43
"SYED, NASIR",11901 TOEPPERWEIN RD SUITE 1401,LIVE OAK,Pulmonary Disease,887962.77,420905.98,322634.67
"BACON, DONALD D",525 OAK CENTRE DR SUITE 140,SAN ANTONIO,Interventional Pain Management,947486.32,402854.56,322428.29
"CRAIG, WILLIAM E",4330 MEDICAL DR SUITE 140,SAN ANTONIO,Cardiology,1051605,431849.07,322273.82
"OTERO, RICHARD L",520 E EUCLID AVE ,SAN ANTONIO,Gastroenterology,1327805,409913.15,320631.77
"KING, SUSAN M",21 SPURS LN SUITE 100,SAN ANTONIO,Otolaryngology,946990.61,426894.48,320326.66
"MORAN, MARK A",403 TREELINE PARK SUITE 200,SAN ANTONIO,Interventional Pain Management,1981881,412305.57,320222.13
"BERRY, JON M",11601 TOEPPERWEIN RD ,LIVE OAK,Ophthalmology,861358,435659.36,320197.32
"FRED-MIRANDA, ILIANA",5131 MEDICAL DR STE 120,SAN ANTONIO,Nephrology,557296,411711.39,318949.53
"ZAMAN, FAHIM",11481 TOEPPERWEIN RD SUITE 1202,LIVE OAK,Nephrology,542850,409504.69,318876.09
"BENEDIKT, RICHARD A",8401 DATAPOINT DR SUITE 600,SAN ANTONIO,Diagnostic Radiology,1177036.12,386565.03,318622.68
"GUERRA, ERNESTO",520 E EUCLID AVE ,SAN ANTONIO,Gastroenterology,1333610,410350.88,318110.4
"MELO, JAIRO A",21 SPURS LN SUITE 230B,SAN ANTONIO,Pulmonary Disease,1024114.14,402862.56,317707.74
"GRANATO, MICHAEL P",8401 DATAPOINT DR SUITE 600,SAN ANTONIO,Diagnostic Radiology,1061525,380585.7,317519.25
"HERNANDEZ, ARTHUR S",88 BRIGGS ST STE 250,SAN ANTONIO,Interventional Pain Management,859176.48,410148.43,316567.57
"BUYANOV, DMITRIY",2425 BABCOCK RD. STE 108,SAN ANTONIO,Anesthesiology,1817136.1,412924.05,315929.86
"MIZANI, MOHAMMAD R",343 W HOUSTON ST STE 609,SAN ANTONIO,Nephrology,740104,401215.18,315116.39
"PRASAD, ANANTH K",4411 MEDICAL DR STE 300,SAN ANTONIO,Cardiology,1120440.3,414857.29,314620.07
"PAK, HO S",4360 GRECO DRIVE ,SAN ANTONIO,Family Practice,655109,467330.53,314256.06
"KAISER, BRYAN W",2829 BABCOCK RD 700,SAN ANTONIO,Orthopedic Surgery,1527661.05,388384.12,312366.97
"BURNS, JASON D",9157 HUEBNER RD ,SAN ANTONIO,Ophthalmology,1157590,432376.16,311872.17
"PARSONS, WILLIAM T",7832 PAT BOOKER RD. ,SAN ANTONIO,Dermatology,659005,414142.71,310906.67
"ONTIVEROS, MARGARITA M",311 CAMDEN ST SUITE 102,SAN ANTONIO,Cardiology,723773.04,401656.36,310452.53
"DINGER, STEPHEN W",12602 TOEPPERWEIN SUITE 218,SAN ANTONIO,Physical Medicine and Rehabilitation,876932,390162.11,310366.87
"LOPEZ, ARTURO",21 SPURS LN SUITE 230B,SAN ANTONIO,Pulmonary Disease,1010522.79,392528.7,310196.92
"TARBOX, PETER A",5441 BABCOCK RD SUITE 102,SAN ANTONIO,Neurology,626115,397591.25,309966.48
"HESITA, EDSEL L",1200 BROOKLYN AVE SUITE #115,SAN ANTONIO,Hematology/Oncology,1372444,394923.2,309815.12
"SAAD, ROBERT M",4411 MEDICAL DR STE 300,SAN ANTONIO,Cardiology,1090990.7,411249.43,307956.37
"FIALLO, ALFREDO J",1008 BROOKLYN AVE ,SAN ANTONIO,Nephrology,830407,391509.82,307874.53
"ISIGUZO, OBINNA G",6800 W IH 10 SUITE 350,SAN ANTONIO,Cardiology,1565043.63,395027.55,307829.48
"MCKEE, MICHAEL S",540 MADISON OAK SUITE 240,SAN ANTONIO,Anesthesiology,779620,399586.25,307619.07
"VALDESPINO, ROBERT J",7330 SAN PEDRO AVE STE 405 ,SAN ANTONIO,Nurse Practitioner,1094388,397158.87,307038.82
"CHANDRAHASAN, GOPINATH C",7330 SAN PEDRO AVE ST.E 405,SAN ANTONIO,Internal Medicine,829630,383575.52,306579.54
"ALVAREZ, FLAVIO H",11481 TOEPPERWEIN RD STE 1202,LIVE OAK,Nephrology,526087,391695.54,305147.89
"KYPUROS, ORLANDO",7330 SAN PEDRO AVE STE 405 ,SAN ANTONIO,Internal Medicine,833155,384170.12,304120.74
"LOPEZ, FERNANDO",2833 BABCOCK RD SUITE 200,SAN ANTONIO,Cardiology,1003672.2,399872.19,304068.58
"HOBBS, EDMUND R",5282 MEDICAL DRIVE SUITE 518,SAN ANTONIO,Dermatology,500118,382348.88,303060.8
"STOLOW, JOSHUA B",8527 VILLAGE DR STE 103,SAN ANTONIO,Internal Medicine,864588.03,391235.25,301528.03
"ARBONA, JOSE L",8401 DATAPOINT DR STE 600 ,SAN ANTONIO,Diagnostic Radiology,1332273.02,375621.11,301329.53
"KAPOOR, BRIJESH",11481 TOEPPERWEIN RD SUITE 1202,LIVE OAK,Nephrology,497285,384475.15,301028.9
"DUNHAM, TIMITHY M",9150 HUEBNER RD STE 280,SAN ANTONIO,Ophthalmology,942786,402400.11,299459.48
"BABCOCK, WILLIAM S",2829 BABCOCK RD SUITE 145,SAN ANTONIO,Dermatology,1064516,379494.47,297766.58
"FISHER, STEVEN J",9157 HUEBNER RD ,SAN ANTONIO,Ophthalmology,1043005,413728.75,297308.95
"SMITH, DOUGLAS K",101 BRETFORD CT ,SAN ANTONIO,Diagnostic Radiology,1856339,381496.01,297239.44
"SERNA, ANTONIO",520 E EUCLID AVE ,SAN ANTONIO,Gastroenterology,1043225,375954.85,297083.33
"BROCKWAY, BRUCE A",3939 MEDICAL DR 110,SAN ANTONIO,Nephrology,468996.35,377233.34,296686.19
"FRIED, TERRANCE A",1008 BROOKLYN AVE ,SAN ANTONIO,Nephrology,799680,380790.25,296425.09
"SMITH, ANTHONY",311 CAMDEN ST SUITE 208,SAN ANTONIO,Diagnostic Radiology,1378277.11,371083.52,295767.3
"CROW, KEITH A",8401 DATAPOINT DR SUITE 600,SAN ANTONIO,Diagnostic Radiology,1408621.16,375467.19,295739.36
"JACQUES, EMILIO",4602 LORELEI DR ,SAN ANTONIO,Orthopedic Surgery,826052.6,379884.36,295402.13
"WOOD, BRUCE",8800 VILLAGE DR #201,SAN ANTONIO,Infectious Disease,789665,368563.39,295223.98
"PARODI, ALDO A",502 MADISON OAK DR STE. 420,SAN ANTONIO,Pulmonary Disease,721726,378583.76,295206.53
"HASHISH, LAMA",4910 GOLDEN QUAIL SUITE 180/190,SAN ANTONIO,Rheumatology,893317.01,390788.03,294670.98
"DUKES, CARL E",2011 E HOUSTON ST STE 101A,SAN ANTONIO,Nephrology,864792,373774.55,294422.93
"ROUSE, VERONICA L",8401 DATAPOINT DR SUITE 600,SAN ANTONIO,Diagnostic Radiology,869159,339618.61,294259.48
"ACOSTA, PETER P",8038 WURZBACH RD STE 340 ,SAN ANTONIO,Family Practice,381802.4,381802.4,293662.44
"URSONE, RICHARD L",400 CONCORD PLAZA DR SUITE 300,SAN ANTONIO,Orthopedic Surgery,1742617.99,370577.69,292203.75
"NANDYALA, RAMAVATHI",4330 MEDICAL DR SUITE 140,SAN ANTONIO,Cardiology,975800.1,373567.59,291718.43
"VEMULAPALLI, LAKSHMI PRASAD M",1200 BROOKLYN AVE SUITE 200,SAN ANTONIO,Cardiology,733355.08,377893.53,291555.44
"NELSON, MARK W",3338 OAKWELL COURT SUITE 114,SAN ANTONIO,Rheumatology,663774,389014.99,290862.95
"ANNAPUREDDY, CHANDRA S",7330 SAN PEDRO AVE STE: 540,SAN ANTONIO,Internal Medicine,789279,366916.21,290845.77
SAN ANTONIO DIGESTIVE DISEASE CONSULTANTS ENDOSCOPY CENTER INC,1804 N.E. LOOP 410 SUITE # 101,SAN ANTONIO,Ambulatory Surgical Center,822724.82,354084.46,290816.31
"WOOD, DALE A",341 E HILDEBRAND AVE ,SAN ANTONIO,Allergy/Immunology,838478.08,396135.49,289895.22
"JOHNSON, RINNA C",7832 PAT BOOKER RD. ,SAN ANTONIO,Dermatology,583805,407264.85,289433.45
"NANCHERLA, PRAKASH R",102 PALO ALTO RD SUITE 200,SAN ANTONIO,Nephrology,773166,369873.01,289356.98
"ARASTU, RAIQUA S",11515 TOEPPERWEIN RD #202,LIVE OAK,Allergy/Immunology,417947,364551.41,289312.14
"DONOVAN, DANIEL J",4411 MEDICAL DR STE 300,SAN ANTONIO,Cardiology,1038118.7,380132.35,288883.11
"SYMS, CHARLES A",21 SPURS LN SUITE 100,SAN ANTONIO,Otolaryngology,800037.38,381186.83,288080.3
TRANS-STAR MEDICAL TRANSPORT INC.,3005 W COMMERCE ST STE 1 ,SAN ANTONIO,Ambulance Service Supplier,767563.1,359938.17,286788.84
"KING, CHERYL J",6547 BANDERA RD ,SAN ANTONIO,Internal Medicine,1018701.5,358935.06,286390.09
"NGUYEN, HINH D",1303 MCCULLOUGH AVE #343,SAN ANTONIO,Cardiology,1014839.9,364047.36,285532.11
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,607 E SONTERRA BLVD SUITE 306,SAN ANTONIO,Clinical Laboratory,890293.23,286077.15,285299.96
"PHO, HOAN Q",4410 MEDICAL DR STE 100 ,SAN ANTONIO,Internal Medicine,385270.82,338185.94,285274.75
"WORRICH, SCOTT",403 TREELINE PARK STE 200 ,SAN ANTONIO,Anesthesiology,1424745,368835.23,283430.99
"BOUCHER, JEAN-DENIS",12602 TOEPPERWEIN RD SUITE 118,LIVE OAK,Dermatology,695787,370166.43,282473.42
"GEIBEL, PAUL T",18626 HARDY OAK BLVD STE 300,SAN ANTONIO,Orthopedic Surgery,2130075,377275.61,281885.03
"GAB ENDOSCOPY CENTER, LTD.",621 CAMDEN ST ,SAN ANTONIO,Ambulatory Surgical Center,1121420,357842.24,281274.32
"SCHNITZLER, ROBERT N",8122 DATAPOINT DR SUITE 700,SAN ANTONIO,Cardiology,1081781.82,370209.13,280915.64
"MURO, DANIEL",7330 SAN PEDRO AVE STE. 405,SAN ANTONIO,Internal Medicine,769232,354241.31,280152.92
"GROWCOCK, GERALD W",8401 DATAPOINT DR STE 600 ,SAN ANTONIO,Diagnostic Radiology,1207703.05,351541.69,279941.56
"KOPECKY, CHRISTOPHER L",7922 EWING HALSELL STE. 240,SAN ANTONIO,Cardiology,793605,365619.59,279405.02
"CURRY, MITCHELL",21 SPURS LN SUITE 213,SAN ANTONIO,Internal Medicine,721478,353654.07,279093.38
"MURPHY, CHARLES W",14800 SAN PEDRO SUITE 115,SAN ANTONIO,Interventional Pain Management,1685907,368117.53,278896.29
"TAMEZ, DANIEL",111 DALLAS ST STE 200-A,SAN ANTONIO,Vascular Surgery,1249104,365129.55,277717.06
"CANALES, MARK L",7434 LOUIS PASTEUR SUITE 209,SAN ANTONIO,Cardiology,499596,357171.13,277713.07
"BUSTAMANTE, MARIO A",343 W HOUSTON #406,SAN ANTONIO,Orthopedic Surgery,694096,362012.71,276568.12
"GOLETZ, TY H",7940 FLOYD CURL DR SUITE 560,SAN ANTONIO,Orthopedic Surgery,835686,341472.61,275804.97
"BHACHAWAT, DEVEN",925 SAN PEDRO AVE ,SAN ANTONIO,Medical Oncology,1056980,351089.8,275523.81
"KIMBRELL, PATRICK N",5101 MEDICAL DR ,SAN ANTONIO,Family Practice,1972434.63,347117.9,275170.91
"CHRISTOPHERSON, CHAD R",12446 WEST AVE SUITE 200,SAN ANTONIO,Cardiology,701915.04,336151.38,274022.99
"GOLDSTEIN, HARVEY M",8401 DATAPOINT DR SUITE 600,SAN ANTONIO,Diagnostic Radiology,1067698,344996.37,272784.27
"BOATSMAN, JUSTIN E",8401 DATAPOINT DR STE 600 ,SAN ANTONIO,Diagnostic Radiology,925354,311908.29,272612.04
"GOYAL, ABHIJEET",343 W HOUSTON ST STE 609 ,SAN ANTONIO,Nephrology,639674,345830.5,272103.07
"BUCAY, MOISES",4411 MEDICAL DR STE 300,SAN ANTONIO,Cardiology,978571.3,359531.28,272000.24
"OUGHATIYAN, BIJAN",7330 SAN PEDRO AVE STE. 405,SAN ANTONIO,Internal Medicine,861865.86,342750.48,271928.97
"ZEM, CARLOS H",215 E QUINCY ST STE 610 ,SAN ANTONIO,Nephrology,485364,343351.73,271294.1
"WHITE, DAVID H",6800 IH 10 W STE 350,SAN ANTONIO,Cardiology,940120.54,357884.58,271240.66
"BUSSEY, HENRY I",19260 STONE OAK PKWY SUITE 107,SAN ANTONIO,Physical Therapist,605677,350804.28,270984.34
"JOHNSON, ROBERT G",4410 MEDICAL DR SUITE 610,SAN ANTONIO,Orthopedic Surgery,1912590,348400.26,270920.09
"MULROY, PATRICK W",414 NAVARRO ST STE. 816,SAN ANTONIO,Physical Medicine and Rehabilitation,716930,343070.73,269990.55
"RIVAS, PEDRO A",7434 LOUIS PASTEUR SUITE 209,SAN ANTONIO,Cardiology,534126,347774.73,269796.58
"BENSON, VERNON R",1139 E SONTERRA BLVD SUITE 405,SAN ANTONIO,Internal Medicine,852471,317671.4,269424.51
"NALLAPANENI, NAGALAKSHMI K",7330 SAN PEDRO 405,SAN ANTONIO,Internal Medicine,714297,335661.1,269202.87
"SWANN, CYNTHIA A",8401 DATAPOINT DR SUITE 600,SAN ANTONIO,Diagnostic Radiology,653724,297433.08,268258.79
"LUNA, MARIA G",8042 WURZBACH RD STE 500,SAN ANTONIO,Nephrology,774601,341102.73,268029.08
"YERRAMILLI, VENKATA R",7500 BARLITE BLVD SUITE 313,SAN ANTONIO,Family Practice,650239,338120.33,267532.38
"BRUTON, ROBERT H",311 CAMDEN ST SUITE 208,SAN ANTONIO,Diagnostic Radiology,1134378.74,340251.33,267385.72
"GAMPALA, RANJITHA",2211 NW MILITARY HWY SUITE 201,SAN ANTONIO,Family Practice,765976,340007.34,267150.99
"UHLER, MARTHA K",8401 DATAPOINT DR SUITE 600,SAN ANTONIO,Diagnostic Radiology,765149,325090.25,267104.01
"REBOLLAR, CARIDAD M",4242 E SOUTHCROSS BLVD STE 4,SAN ANTONIO,Nephrology,713596,341388.22,266702.63
"JONES, STEPHANIE S",423 TREELINE PARK SUITE 325,SAN ANTONIO,Pain Management,1733302,358779.02,266267.41
BEXAR COUNTY HOSPITAL DISTRICT,527 N LEONA ST MS 15-2,SAN ANTONIO,Ambulance Service Supplier,679502.21,334200.39,266085.6
"WIERSIG, JEREMY N",18802 MEISNER DR ,SAN ANTONIO,Diagnostic Radiology,1508003.5,341080.61,265914.7
"ARNO, MARY H",224 W EVERGREEN ST ,SAN ANTONIO,Ophthalmology,440151.65,372328.63,265704.46
"LOWRY, ROBERT C",7355 BARLITE BLVD SUITE 101,SAN ANTONIO,Physical Medicine and Rehabilitation,671991,340105.67,265356.29
"BARBARO, SALVATORE A",19016 STONE OAK PKWY STE 190,SAN ANTONIO,Cardiology,942004,342856.89,264861.19
"RUBIN, JAY M",999 E BASSE RD SUITE 128-B,SAN ANTONIO,Ophthalmology,542280.54,356686.11,264838.29
"DAR, SEEMA A",19284 STONE OAK PKWY SUITE 102,SAN ANTONIO,Gastroenterology,1614472,339745.07,264713.32
"BEIGHTLER, ELOISE L",18540 SIGMA RD. ,SAN ANTONIO,Dermatology,535345,372100.02,264353.95
"ABOUZAHR, FADI",5131 MEDICAL DR STE 120,SAN ANTONIO,Nephrology,453446,338646.57,263194.84
"MARTIN, JACK",12709 TOEPPERWEIN RD STE 205 ,LIVE OAK,Cardiology,508932,343194.92,262531.82
"MCMURTRIE-JAYARAM, ELZBIETA B",1008 BROOKLYN AVE ,SAN ANTONIO,Nephrology,709532,338287.14,262515.56
"DAHIYA, MARTA C",215 E QUINCY ST STE 314 ,SAN ANTONIO,Radiation Oncology,860172,332146.28,262147.09
"SALTZSTEIN, DANIEL R",255 E SONTERRA BLVD SUITE# 203,SAN ANTONIO,Urology,830000.48,339905.97,262001.99
"SMITH, PAUL H",5307 BROADWAY ST SUITE 200,SAN ANTONIO,Internal Medicine,696384.72,340504.39,261756.82
"MOORJANI, GAUTAM R",19272 STONE OAK PARKWAY SUITE 101,SAN ANTONIO,Rheumatology,634313.2,328259.28,260959.26
"TRIANA, JOSE F",4411 MEDICAL DR STE 300,SAN ANTONIO,Cardiology,936613.8,351508.81,259648.69
"THOMAS, SCOTT A",9157 HUEBNER RD ,SAN ANTONIO,Ophthalmology,914490,361862.16,259528.06
"HARTSELL, PATRICK A",4330 MEDICAL DR STE 120,SAN ANTONIO,Vascular Surgery,1171237,338908.31,258327.01
"RAO, ARUN R","4025 E SOUTHCROSS BLVD BLDG.#5, SUITE#30",SAN ANTONIO,Medical Oncology,1227018,320558.86,258035.39
"REDDY, BAL T",94 BRIGGS ST SUITE 600,SAN ANTONIO,Cardiology,931352.3,341918.96,257788.3
"GOEL, SHIV K",7330 SAN PEDRO STE. 540,SAN ANTONIO,Internal Medicine,705194,322125.62,255841.01
"PRUITT, ALEJANDRO",8214 WURZBACH RD ,SAN ANTONIO,Gastroenterology,1149134,328743.8,255548.16
